balcony,built_in_kitchen,cellar,count_choices_grocery,count_choices_shopping,courtage,distance_adult_education_m,distance_alex_min,distance_bus_m,distance_grundschule_m,distance_kita_m,distance_kudamm_min,distance_medical_km,distance_oberschule_m,distance_ostkreuz_min,distance_park_m,distance_post_secondary_m,distance_postdamerplatz_min,distance_to_grocery_m,distance_to_shopping_m,distance_transit_m,distance_university_m,food_drink_activity_best,food_drink_activity_better,food_drink_activity_ok,food_drink_count_locations,food_drink_total_activity,garden,is_vacant,lift,living_space,number_rooms,private_seller,rating_score_grocery,rating_score_shopping,total_activity_parks,weighted_average_rating_parks,lat,lng,price
1,1,1,3,3,0,1544.56,5,110.41,701.26,167.82,36,0.32,951.56,16,1290.5942694789826,1005.86,24,544.9,638.15,110.41,1402.22,3.46,58.16,37.36,262,88870.0,0,1,1,36.54,1.0,0,668.3,63063.0,16237,4.402549732093367,52.52522,13.418339999999999,199500.0
0,1,1,2,3,0,1549.3,5,110.01,714.01,160.02,37,0.3,961.94,16,1292.4639732618032,1012.58,25,495.36,624.27,110.01,1386.95,3.41,57.97,37.59,256,88211.0,0,1,1,113.66,5.0,0,588.0,63063.0,16237,4.402549732093367,52.52508,13.41836,599500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,53.5,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,459500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,92.95,3.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,789500.0
1,0,1,2,3,0,1830.69,6,344.54,504.45,255.77,29,0.54,387.2,15,1170.9660852863324,292.34,19,58.77,276.2,82.28,577.55,4.2,54.78,39.56,219,76589.0,0,1,1,93.11,3.0,0,162.0,63063.0,11147,4.405400556203463,52.51784,13.41707,699500.0
1,0,0,1,3,0,1151.34,24,602.03,866.34,385.5,23,0.44,1076.88,26,1255.1448085378602,1080.4,18,715.13,1666.55,110.09,805.59,5.95,63.31,28.51,70,14969.0,0,0,1,54.75,2.0,0,1767.3,5488.0,20126,4.461110006956176,52.531569999999995,13.369320000000002,425000.0
1,0,0,1,3,0,1151.13,24,580.41,844.34,361.04,23,0.43,1100.53,26,1244.5521045006162,1095.44,18,693.99,1690.97,131.22,782.03,6.1,63.71,27.99,73,15237.0,0,0,1,71.27,3.0,0,1767.3,5488.0,20126,4.461110006956176,52.53155,13.369679999999999,545000.0
1,0,0,1,3,0,1151.34,24,602.03,866.34,385.5,23,0.44,1076.88,26,1255.1448085378602,1080.4,18,715.13,1666.55,110.09,805.59,5.95,63.31,28.51,70,14969.0,0,0,1,54.88,2.0,0,1767.3,5488.0,20126,4.461110006956176,52.531569999999995,13.369320000000002,445000.0
1,0,1,2,3,0,1825.27,6,335.9,512.07,262.0,29,0.55,394.24,15,1166.033498796349,285.98,19,60.97,273.28,90.97,574.06,4.2,54.78,39.56,219,76589.0,0,1,1,78.79,2.0,0,162.0,63063.0,11147,4.405400556203463,52.51781999999999,13.416939999999999,519500.0
1,0,1,2,3,0,1828.59,6,344.35,505.54,252.84,29,0.54,388.64,15,1170.9407025515782,295.21,19,55.45,273.44,82.53,580.85,4.2,54.78,39.57,218,76582.0,0,1,1,53.5,2.0,0,162.0,63063.0,11147,4.405400556203463,52.517869999999995,13.41707,439500.0
1,0,1,2,3,0,1827.55,6,345.56,505.38,249.27,29,0.53,388.89,15,1171.6861340350977,298.77,19,52.26,271.46,81.58,584.35,4.16,55.22,39.18,219,77337.0,0,1,1,71.16,2.0,0,162.0,63063.0,11147,4.405400556203463,52.5179,13.41709,549500.0
1,0,1,2,3,0,1827.2,6,344.25,506.28,250.9,29,0.53,389.61,15,1170.9272661294488,297.12,19,53.23,271.6,82.78,583.04,4.2,54.78,39.57,218,76582.0,0,1,1,67.03,2.0,0,162.0,63063.0,11147,4.405400556203463,52.51789,13.41707,569500.0
1,0,1,2,3,0,1830.36,6,348.31,502.46,248.95,29,0.53,385.97,15,1173.2236023269058,299.2,19,53.73,273.93,78.75,583.68,4.18,55.41,39.39,218,77039.0,0,1,1,67.03,2.0,0,162.0,63063.0,11147,4.405400556203463,52.51789,13.417129999999998,519500.0
1,0,1,2,3,0,1827.2,6,344.25,506.28,250.9,29,0.53,389.61,15,1170.9272661294488,297.12,19,53.23,271.6,82.78,583.04,4.2,54.78,39.57,218,76582.0,0,1,1,53.5,2.0,0,162.0,63063.0,11147,4.405400556203463,52.51789,13.41707,509500.0
1,0,1,2,3,0,1826.84,6,342.95,507.19,252.53,29,0.54,390.34,15,1170.1697733034237,295.48,19,54.25,271.76,83.99,581.74,4.2,54.78,39.57,218,76582.0,0,1,1,54.4,2.0,0,162.0,63063.0,11147,4.405400556203463,52.517880000000005,13.41705,399500.0
1,0,1,2,3,0,1823.88,6,333.27,514.29,264.32,29,0.55,396.25,15,1164.527346361064,283.68,19,62.33,272.8,93.66,572.58,4.2,54.78,39.56,219,76589.0,0,1,1,54.4,2.0,0,162.0,63063.0,11147,4.405400556203463,52.51781,13.4169,439500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,67.03,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,569500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,54.4,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,399500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,54.4,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,459500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,54.4,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,449500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,54.4,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,439500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,67.03,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,519500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,53.9,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,499500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,53.5,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,509500.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,71.16,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,549500.0
1,0,1,2,3,1,1151.83,12,298.41,979.4,587.38,27,0.28,1008.75,26,970.4058659135409,406.02,13,748.42,517.09,74.84,384.98,4.74,58.24,35.47,354,120575.0,0,1,1,106.3,3.0,0,897.9,10643.6,33796,4.346076458752515,52.51595,13.39674,1430000.0
1,0,0,1,3,1,1108.26,12,251.43,1013.31,574.57,28,0.24,971.05,26,1076.951498866264,351.14,13,638.09,512.22,27.6,338.01,4.04,55.42,38.79,339,107167.0,0,1,1,347.78,5.0,0,23.4,10643.6,34625,4.350073646209386,52.51546999999999,13.39693,7028000.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,60.08,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,420560.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,60.59,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,424130.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,70.7,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,494900.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,51.64,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,376972.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,70.7,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,487830.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,51.64,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,371808.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,51.64,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,351152.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,54.64,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,360624.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,57.9,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,382140.0
1,0,1,3,3,0,676.62,10,268.7,409.58,173.54,31,0.26,735.85,19,1115.7416891403223,994.03,23,211.42,1589.92,268.7,845.17,8.49,70.18,21.18,230,37013.0,0,1,1,140.65,2.0,0,951.2,9215.0,7797,4.132307297678595,52.5052,13.41381,1406500.0
1,0,1,1,3,1,1290.82,17,125.79,119.1,250.78,30,0.3,481.25,34,939.3811809887026,1030.09,25,234.83,1489.72,125.79,1243.2,7.18,83.98,7.33,322,69324.0,0,1,1,188.02,4.0,0,806.4,24744.0,44802,4.27251461988304,52.53909,13.40265,2450000.0
1,0,1,1,3,1,1315.53,17,125.87,108.89,270.37,30,0.33,501.53,30,994.1676894352471,1047.99,25,246.28,1476.22,125.87,1252.57,7.37,83.66,7.42,320,68450.0,0,1,1,114.27,2.0,0,806.4,24744.0,45110,4.2720195078696515,52.5393,13.40277,910900.0
1,0,1,1,3,1,1290.82,17,125.79,119.1,250.78,30,0.3,481.25,34,939.3811809887026,1030.09,25,234.83,1489.72,125.79,1243.2,7.18,83.98,7.33,322,69324.0,0,1,1,193.14,4.0,0,806.4,24744.0,44802,4.27251461988304,52.53909,13.40265,1645000.0
1,0,1,2,3,0,1171.53,12,320.97,966.45,566.85,27,0.31,1004.41,26,961.4240121097063,433.18,14,729.44,517.84,102.11,407.26,4.72,58.33,35.24,362,122196.0,0,1,1,68.76,2.0,0,897.9,10643.6,33796,4.346076458752515,52.516180000000006,13.39659,1074000.0
1,1,1,2,3,0,1171.53,12,320.97,966.45,566.85,27,0.31,1004.41,26,961.4240121097063,433.18,14,729.44,517.84,102.11,407.26,4.72,58.33,35.24,362,122196.0,0,1,1,251.0,4.0,0,897.9,10643.6,33796,4.346076458752515,52.516180000000006,13.39659,5863000.0
1,0,1,2,3,0,1811.98,7,287.19,554.31,330.55,28,0.61,431.34,14,1136.2200089536202,220.12,18,122.37,291.05,153.3,523.39,4.32,53.43,40.67,220,74527.0,0,1,1,53.5,2.0,0,162.0,63063.0,11162,4.405796452248701,52.51741,13.41611,449500.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,130.4,5.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,795000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,105.7,4.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,629000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,0,1,46.9,2.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,355000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,164.9,4.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,1515000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,51.4,2.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,385000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,124.0,4.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,689000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,113.9,4.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,799000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,95.2,3.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,965000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,83.5,3.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,525000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,43.1,2.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,309000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,131.4,3.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,1299000.0
1,0,1,3,3,1,849.25,11,388.13,105.32,84.69,29,0.57,525.55,19,1093.4173568855797,902.27,20,183.02,1366.47,210.89,857.66,4.35,74.06,21.22,185,27014.0,0,1,1,123.6,3.0,0,353.4,2404.0,8487,4.413832920937905,52.50666,13.40789,1169000.0
0,0,1,1,3,1,1270.16,12,643.2,358.83,406.63,32,0.83,971.97,17,1202.1009007328316,1078.18,24,549.53,784.4,123.5,793.24,10.07,69.05,20.03,263,44193.0,0,1,1,71.71,2.0,0,951.2,2709.4,5231,4.012387688778436,52.50768000000001,13.42407,358555.0
1,0,1,3,3,1,898.17,15,294.87,643.3,116.93,20,0.1,489.84,14,1131.1678471512234,540.67,15,304.74,991.8,98.5,381.49,3.68,67.08,28.52,364,99636.0,0,1,0,251.55,4.0,0,1273.0,10643.6,49857,4.388174178149508,52.52288000000001,13.38605,3450000.0
1,0,1,2,3,1,1391.09,10,489.54,569.82,298.59,33,0.99,755.93,17,1321.4010290611554,869.75,23,581.17,1277.8,106.58,605.1,12.73,66.9,19.04,166,25724.0,0,1,1,134.15,3.0,0,951.2,63063.0,7781,4.140174784732039,52.50957,13.423060000000001,860000.0
0,1,1,3,3,0,1544.56,5,110.41,701.26,167.82,36,0.32,951.56,16,1290.5942694789826,1005.86,24,544.9,638.15,110.41,1402.22,3.46,58.16,37.36,262,88870.0,0,1,1,45.83,2.0,0,668.3,63063.0,16237,4.402549732093367,52.52522,13.418339999999999,249500.0
1,1,1,3,3,0,1544.56,5,110.41,701.26,167.82,36,0.32,951.56,16,1290.5942694789826,1005.86,24,544.9,638.15,110.41,1402.22,3.46,58.16,37.36,262,88870.0,0,1,1,78.65,3.0,0,668.3,63063.0,16237,4.402549732093367,52.52522,13.418339999999999,449500.0
1,0,1,3,3,0,692.14,16,459.13,696.46,148.13,31,0.24,736.91,27,1306.1450624328218,350.91,15,513.33,844.56,268.23,453.41,7.75,58.46,32.83,223,53567.0,0,1,1,140.0,3.0,0,108.5,10643.6,31631,4.328955771237077,52.5093,13.39913,1157600.0
1,1,1,2,3,0,418.51,15,215.84,497.92,222.95,23,0.05,234.92,22,1142.70829091651,418.51,21,456.6,911.5,215.84,467.19,3.98,72.42,22.35,483,136953.0,0,1,1,308.37,7.0,0,35.1,285.6,43727,4.302517895122008,52.52664,13.390410000000001,3850000.0
0,0,1,3,3,0,1547.44,5,107.7,700.84,169.32,37,0.32,950.5,16,1291.3690029881193,1004.07,25,547.39,638.14,107.7,1401.46,3.46,58.16,37.36,262,88870.0,0,0,1,33.38,1.0,0,668.3,63063.0,16237,4.402549732093367,52.525209999999994,13.418379999999999,149500.0
0,0,1,3,3,0,1528.75,5,124.66,697.9,165.44,35,0.32,952.26,16,1286.19081740352,1011.59,24,527.09,644.62,124.66,1412.75,3.46,58.67,36.87,271,90491.0,0,0,1,54.25,3.0,0,668.3,63063.0,16244,4.402548633341541,52.525330000000004,13.41814,239500.0
1,1,1,1,3,1,1361.22,7,216.54,483.87,176.29,27,0.21,100.21,20,1017.8429456552375,623.19,13,270.31,1015.02,216.54,522.75,2.18,55.27,42.2,168,35887.0,0,1,1,95.6,3.0,0,23.4,63063.0,10442,4.4024803677456426,52.5117,13.40821,599000.0
1,1,1,2,3,0,1106.52,17,287.37,616.1,411.24,24,0.48,641.34,25,1368.9843721880652,641.34,19,110.11,1162.84,287.37,491.06,5.24,80.61,13.65,123,27683.0,1,1,0,87.5,3.0,1,1767.3,1684.2,35449,4.268284013653419,52.53343,13.37989,612000.0
0,1,1,3,3,1,1544.56,5,110.41,701.26,167.82,36,0.32,951.56,16,1290.5942694789826,1005.86,24,544.9,638.15,110.41,1402.22,3.46,58.16,37.36,262,88870.0,0,1,1,108.0,4.0,0,668.3,63063.0,16237,4.402549732093367,52.52522,13.418339999999999,520000.0
1,1,1,2,3,1,1115.9,18,128.9,215.35,100.63,32,0.34,192.38,34,971.6581539808512,707.92,27,482.79,1417.93,63.04,932.68,6.97,80.38,11.97,261,58600.0,0,1,1,75.0,3.0,0,806.4,24744.0,46217,4.275457082891577,52.53816,13.398060000000001,495000.0
1,0,0,3,3,0,443.86,6,100.88,267.27,351.44,24,0.04,228.33,19,1047.3483701984562,443.86,25,29.99,969.34,100.11,1092.8,4.72,68.31,25.5,529,166848.0,1,1,1,213.0,5.0,0,30.1,11104.8,45903,4.289303531359606,52.52908000000001,13.402439999999999,3150000.0
1,1,1,2,3,1,1085.89,10,282.26,270.49,189.7,29,0.56,384.14,24,1151.659683578535,655.25,17,433.74,1128.0,282.26,813.2,2.15,62.78,34.76,176,31896.0,1,1,1,51.1,2.0,0,353.4,2404.0,8770,4.413591790193843,52.508759999999995,13.40564,374000.0
1,1,1,1,3,1,973.37,13,77.5,887.69,355.39,21,0.35,608.02,15,1100.3733800408822,842.22,18,482.15,658.07,77.5,117.9,4.45,61.82,32.23,445,147719.0,0,1,1,91.01,3.0,0,1273.0,10643.6,35975,4.343763724808896,52.51954,13.393939999999999,773500.0
1,1,1,2,3,1,1395.03,6,135.04,555.56,461.79,28,0.38,218.42,18,1079.1747860867627,443.98,14,490.55,909.54,107.48,233.54,8.88,53.06,37.52,153,36012.0,1,1,1,140.0,4.0,0,247.5,63063.0,10312,4.407379751745538,52.51183,13.41262,990000.0
1,1,0,2,3,1,1228.71,16,80.35,232.4,128.4,29,0.31,353.23,31,869.7267662494355,886.58,24,353.54,1417.02,80.35,1089.08,7.87,80.78,9.6,270,60335.0,0,0,1,55.91,2.0,0,806.4,24744.0,44464,4.274586182079885,52.53893000000001,13.400379999999998,333000.0
0,0,1,2,3,1,1549.3,5,110.01,714.01,160.02,37,0.3,961.94,16,1292.4639732618032,1012.58,25,495.36,624.27,110.01,1386.95,3.41,57.97,37.59,256,88211.0,0,0,1,113.66,5.0,0,588.0,63063.0,16237,4.402549732093367,52.52508,13.41836,580000.0
1,1,1,2,3,0,681.16,18,83.5,149.88,109.34,28,0.43,261.52,30,1268.9077009473037,263.62,22,441.68,1557.65,83.5,694.45,4.96,79.62,15.25,335,84948.0,0,1,1,200.0,6.0,0,32.0,1684.2,49805,4.294243549844393,52.53255,13.38895,2950000.0
1,0,0,2,3,1,902.58,14,343.6,102.26,86.93,31,0.16,219.14,27,986.2044834989778,743.09,25,162.35,1691.21,275.89,1095.21,7.3,77.48,14.74,359,82459.0,0,0,0,80.0,3.0,0,400.4,24744.0,46354,4.274414290028909,52.53596999999999,13.3999,399496.0
1,0,1,3,3,0,650.69,16,494.61,737.8,128.57,31,0.2,780.92,27,1261.2478705735225,348.38,15,468.85,814.13,236.16,432.74,7.76,58.5,32.78,220,53475.0,0,1,1,58.0,2.0,0,108.5,10643.6,31328,4.331170199182839,52.50926,13.398470000000001,395000.0
1,0,1,3,3,1,1082.39,15,92.45,426.16,257.87,22,0.28,634.79,22,1386.9196471859307,634.79,16,309.23,1088.13,92.45,313.03,4.54,84.12,10.85,178,40050.0,0,1,1,116.04,3.0,0,1767.3,1684.2,39004,4.28822428468875,52.53181,13.381179999999999,720000.0
1,0,1,3,3,1,776.51,12,147.76,964.04,147.33,21,0.15,777.5,24,1221.7827908329664,800.82,9,430.47,269.46,147.76,123.23,5.32,53.33,40.25,330,89347.0,1,1,1,131.3,3.0,0,122.1,10643.6,34579,4.342760056681802,52.513000000000005,13.38621,2109000.0
1,0,1,3,3,1,801.23,12,165.58,988.48,171.78,22,0.18,777.27,23,1210.144402831661,811.24,10,438.82,265.69,165.58,145.37,5.34,52.89,40.5,327,88543.0,1,1,1,69.9,2.0,0,122.1,10643.6,34576,4.342763766774642,52.51321,13.38609,942000.0
0,0,0,3,3,1,776.51,12,147.76,964.04,147.33,21,0.15,777.5,24,1221.7827908329664,800.82,9,430.47,269.46,147.76,123.23,5.32,53.33,40.25,330,89347.0,1,1,1,26.9,1.0,0,122.1,10643.6,34579,4.342760056681802,52.513000000000005,13.38621,348000.0
