location,time,value
Kreuzberg,2009_Q2,1484.11
Kreuzberg,2009_Q3,1510.91
Kreuzberg,2009_Q4,1538.49
Kreuzberg,2010_Q1,1563.26
Kreuzberg,2010_Q2,1594.77
Kreuzberg,2010_Q3,1626.72
Kreuzberg,2010_Q4,1657.53
Kreuzberg,2011_Q1,1685.51
Kreuzberg,2011_Q2,1723.54
Kreuzberg,2011_Q3,1766.55
Kreuzberg,2011_Q4,1812.72
Kreuzberg,2012_Q1,1858.25
Kreuzberg,2012_Q2,1914.46
Kreuzberg,2012_Q3,1973.44
Kreuzberg,2012_Q4,2032.29
Kreuzberg,2013_Q1,2087.56
Kreuzberg,2013_Q2,2153.74
Kreuzberg,2013_Q3,2223.3
Kreuzberg,2013_Q4,2292.85
Kreuzberg,2014_Q1,2356.98
Kreuzberg,2014_Q2,2430.07
Kreuzberg,2014_Q3,2502.87
Kreuzberg,2014_Q4,2573.12
Kreuzberg,2015_Q1,2638.5
Kreuzberg,2015_Q2,2719.58
Kreuzberg,2015_Q3,2809.08
Kreuzberg,2015_Q4,2904.73
Kreuzberg,2016_Q1,3000.96
Kreuzberg,2016_Q2,3116.62
Kreuzberg,2016_Q3,3239.54
Kreuzberg,2016_Q4,3365.33
Kreuzberg,2017_Q1,3488.5
Kreuzberg,2017_Q2,3633.36
Kreuzberg,2017_Q3,3787.5
Kreuzberg,2017_Q4,3945.01
Kreuzberg,2018_Q1,4096.0
Kreuzberg,2018_Q2,4264.73
Kreuzberg,2018_Q3,4434.32
Prenzlauer Berg,2007_Q1,1582.28
Prenzlauer Berg,2007_Q2,1582.17
Prenzlauer Berg,2007_Q3,1584.94
Prenzlauer Berg,2007_Q4,1589.25
Prenzlauer Berg,2008_Q1,1592.16
Prenzlauer Berg,2008_Q2,1603.73
Prenzlauer Berg,2008_Q3,1617.31
Prenzlauer Berg,2008_Q4,1630.86
Prenzlauer Berg,2009_Q1,1641.97
Prenzlauer Berg,2009_Q2,1662.26
Prenzlauer Berg,2009_Q3,1685.73
Prenzlauer Berg,2009_Q4,1709.85
Prenzlauer Berg,2010_Q1,1730.66
Prenzlauer Berg,2010_Q2,1758.72
Prenzlauer Berg,2010_Q3,1787.02
Prenzlauer Berg,2010_Q4,1813.82
Prenzlauer Berg,2011_Q1,1837.3
Prenzlauer Berg,2011_Q2,1871.49
Prenzlauer Berg,2011_Q3,1910.78
Prenzlauer Berg,2011_Q4,1953.14
Prenzlauer Berg,2012_Q1,1994.45
Prenzlauer Berg,2012_Q2,2046.83
Prenzlauer Berg,2012_Q3,2101.73
Prenzlauer Berg,2012_Q4,2156.03
Prenzlauer Berg,2013_Q1,2206.1
Prenzlauer Berg,2013_Q2,2267.24
Prenzlauer Berg,2013_Q3,2331.41
Prenzlauer Berg,2013_Q4,2395.05
Prenzlauer Berg,2014_Q1,2452.51
Prenzlauer Berg,2014_Q2,2518.78
Prenzlauer Berg,2014_Q3,2584.2
Prenzlauer Berg,2014_Q4,2646.47
Prenzlauer Berg,2015_Q1,2703.22
Prenzlauer Berg,2015_Q2,2775.5
Prenzlauer Berg,2015_Q3,2855.76
Prenzlauer Berg,2015_Q4,2941.57
Prenzlauer Berg,2016_Q1,3027.27
Prenzlauer Berg,2016_Q2,3131.78
Prenzlauer Berg,2016_Q3,3242.71
Prenzlauer Berg,2016_Q4,3355.6
Prenzlauer Berg,2017_Q1,3464.96
Prenzlauer Berg,2017_Q2,3594.88
Prenzlauer Berg,2017_Q3,3732.89
Prenzlauer Berg,2017_Q4,3873.1
Prenzlauer Berg,2018_Q1,4005.79
Prenzlauer Berg,2018_Q2,4154.67
Prenzlauer Berg,2018_Q3,4303.18
Schöneberg,2007_Q1,1341.25
Schöneberg,2007_Q2,1344.11
Schöneberg,2007_Q3,1349.42
Schöneberg,2007_Q4,1356.07
Schöneberg,2008_Q1,1361.55
Schöneberg,2008_Q2,1374.46
Schöneberg,2008_Q3,1389.16
Schöneberg,2008_Q4,1403.87
Schöneberg,2009_Q1,1416.55
Schöneberg,2009_Q2,1437.21
Schöneberg,2009_Q3,1460.72
Schöneberg,2009_Q4,1484.88
Schöneberg,2010_Q1,1506.27
Schöneberg,2010_Q2,1534.06
Schöneberg,2010_Q3,1562.17
Schöneberg,2010_Q4,1589.09
Schöneberg,2011_Q1,1613.21
Schöneberg,2011_Q2,1646.85
Schöneberg,2011_Q3,1685.12
Schöneberg,2011_Q4,1726.27
Schöneberg,2012_Q1,1766.66
Schöneberg,2012_Q2,1817.05
Schöneberg,2012_Q3,1869.9
Schöneberg,2012_Q4,1922.43
Schöneberg,2013_Q1,1971.41
Schöneberg,2013_Q2,2030.5
Schöneberg,2013_Q3,2092.57
Schöneberg,2013_Q4,2154.42
Schöneberg,2014_Q1,2210.97
Schöneberg,2014_Q2,2275.71
Schöneberg,2014_Q3,2339.96
Schöneberg,2014_Q4,2401.62
Schöneberg,2015_Q1,2458.52
Schöneberg,2015_Q2,2529.82
Schöneberg,2015_Q3,2608.7
Schöneberg,2015_Q4,2693.01
Schöneberg,2016_Q1,2777.57
Schöneberg,2016_Q2,2879.79
Schöneberg,2016_Q3,2988.36
Schöneberg,2016_Q4,3099.2
Schöneberg,2017_Q1,3207.24
Schöneberg,2017_Q2,3334.83
Schöneberg,2017_Q3,3470.49
Schöneberg,2017_Q4,3608.76
Schöneberg,2018_Q1,3740.61
Schöneberg,2018_Q2,3888.18
Schöneberg,2018_Q3,4036.03
Friedrichshain,2007_Q1,1386.73
Friedrichshain,2007_Q2,1387.43
Friedrichshain,2007_Q3,1390.65
Friedrichshain,2007_Q4,1395.22
Friedrichshain,2008_Q1,1398.58
Friedrichshain,2008_Q2,1409.54
Friedrichshain,2008_Q3,1422.29
Friedrichshain,2008_Q4,1435.02
Friedrichshain,2009_Q1,1445.62
Friedrichshain,2009_Q2,1464.32
Friedrichshain,2009_Q3,1485.84
Friedrichshain,2009_Q4,1507.97
Friedrichshain,2010_Q1,1527.19
Friedrichshain,2010_Q2,1552.83
Friedrichshain,2010_Q3,1578.72
Friedrichshain,2010_Q4,1603.31
Friedrichshain,2011_Q1,1624.99
Friedrichshain,2011_Q2,1656.18
Friedrichshain,2011_Q3,1691.91
Friedrichshain,2011_Q4,1730.4
Friedrichshain,2012_Q1,1768.01
Friedrichshain,2012_Q2,1815.48
Friedrichshain,2012_Q3,1865.23
Friedrichshain,2012_Q4,1914.51
Friedrichshain,2013_Q1,1960.09
Friedrichshain,2013_Q2,2015.56
Friedrichshain,2013_Q3,2073.79
Friedrichshain,2013_Q4,2131.61
Friedrichshain,2014_Q1,2184.0
Friedrichshain,2014_Q2,2244.29
Friedrichshain,2014_Q3,2303.9
Friedrichshain,2014_Q4,2360.76
Friedrichshain,2015_Q1,2412.75
Friedrichshain,2015_Q2,2478.68
Friedrichshain,2015_Q3,2551.81
Friedrichshain,2015_Q4,2629.99
Friedrichshain,2016_Q1,2708.15
Friedrichshain,2016_Q2,2803.25
Friedrichshain,2016_Q3,2904.19
Friedrichshain,2016_Q4,3007.01
Friedrichshain,2017_Q1,3106.78
Friedrichshain,2017_Q2,3225.1
Friedrichshain,2017_Q3,3350.84
Friedrichshain,2017_Q4,3478.68
Friedrichshain,2018_Q1,3599.9
Friedrichshain,2018_Q2,3735.82
Friedrichshain,2018_Q3,3871.57
Wilmersdorf,2007_Q1,1523.0
Wilmersdorf,2007_Q2,1523.66
Wilmersdorf,2007_Q3,1527.08
Wilmersdorf,2007_Q4,1532.0
Wilmersdorf,2008_Q1,1535.58
Wilmersdorf,2008_Q2,1547.5
Wilmersdorf,2008_Q3,1561.39
Wilmersdorf,2008_Q4,1575.25
Wilmersdorf,2009_Q1,1586.78
Wilmersdorf,2009_Q2,1607.18
Wilmersdorf,2009_Q3,1630.69
Wilmersdorf,2009_Q4,1654.85
Wilmersdorf,2010_Q1,1675.83
Wilmersdorf,2010_Q2,1703.85
Wilmersdorf,2010_Q3,1732.13
Wilmersdorf,2010_Q4,1758.98
Wilmersdorf,2011_Q1,1782.65
Wilmersdorf,2011_Q2,1816.73
Wilmersdorf,2011_Q3,1855.79
Wilmersdorf,2011_Q4,1897.87
Wilmersdorf,2012_Q1,1938.98
Wilmersdorf,2012_Q2,1990.9
Wilmersdorf,2012_Q3,2045.32
Wilmersdorf,2012_Q4,2099.21
Wilmersdorf,2013_Q1,2149.03
Wilmersdorf,2013_Q2,2209.69
Wilmersdorf,2013_Q3,2273.36
Wilmersdorf,2013_Q4,2336.59
Wilmersdorf,2014_Q1,2393.84
Wilmersdorf,2014_Q2,2459.75
Wilmersdorf,2014_Q3,2524.9
Wilmersdorf,2014_Q4,2587.03
Wilmersdorf,2015_Q1,2643.82
Wilmersdorf,2015_Q2,2715.87
Wilmersdorf,2015_Q3,2795.8
Wilmersdorf,2015_Q4,2881.25
Wilmersdorf,2016_Q1,2966.67
Wilmersdorf,2016_Q2,3070.62
Wilmersdorf,2016_Q3,3180.97
Wilmersdorf,2016_Q4,3293.35
Wilmersdorf,2017_Q1,3402.38
Wilmersdorf,2017_Q2,3531.71
Wilmersdorf,2017_Q3,3669.13
Wilmersdorf,2017_Q4,3808.84
Wilmersdorf,2018_Q1,3941.29
Wilmersdorf,2018_Q2,4089.82
Wilmersdorf,2018_Q3,4238.12
Neukölln,2007_Q1,961.55
Neukölln,2007_Q2,970.2
Neukölln,2007_Q3,980.69
Neukölln,2007_Q4,992.26
Neukölln,2008_Q1,1003.09
Neukölln,2008_Q2,1019.52
Neukölln,2008_Q3,1037.47
Neukölln,2008_Q4,1055.63
Neukölln,2009_Q1,1072.45
Neukölln,2009_Q2,1095.53
Neukölln,2009_Q3,1121.06
Neukölln,2009_Q4,1147.4
Neukölln,2010_Q1,1171.88
Neukölln,2010_Q2,1201.66
Neukölln,2010_Q3,1232.05
Neukölln,2010_Q4,1261.85
Neukölln,2011_Q1,1289.76
Neukölln,2011_Q2,1325.66
Neukölln,2011_Q3,1365.75
Neukölln,2011_Q4,1408.66
Neukölln,2012_Q1,1451.49
Neukölln,2012_Q2,1503.1
Neukölln,2012_Q3,1557.39
Neukölln,2012_Q4,1612.08
Neukölln,2013_Q1,1664.46
Neukölln,2013_Q2,1726.08
Neukölln,2013_Q3,1791.01
Neukölln,2013_Q4,1856.55
Neukölln,2014_Q1,1918.31
Neukölln,2014_Q2,1987.98
Neukölln,2014_Q3,2058.08
Neukölln,2014_Q4,2126.75
Neukölln,2015_Q1,2192.03
Neukölln,2015_Q2,2271.03
Neukölln,2015_Q3,2357.86
Neukölln,2015_Q4,2450.7
Neukölln,2016_Q1,2544.94
Neukölln,2016_Q2,2656.64
Neukölln,2016_Q3,2775.65
Neukölln,2016_Q4,2898.28
Neukölln,2017_Q1,3019.83
Neukölln,2017_Q2,3161.43
Neukölln,2017_Q3,3312.54
Neukölln,2017_Q4,3468.07
Neukölln,2018_Q1,3619.36
Neukölln,2018_Q2,3787.87
Neukölln,2018_Q3,3958.78
Tiergarten,2007_Q1,1182.4
Tiergarten,2007_Q2,1186.36
Tiergarten,2007_Q3,1192.5
Tiergarten,2007_Q4,1199.82
Tiergarten,2008_Q1,1206.13
Tiergarten,2008_Q2,1219.04
Tiergarten,2008_Q3,1233.57
Tiergarten,2008_Q4,1248.15
Tiergarten,2009_Q1,1260.95
Tiergarten,2009_Q2,1280.89
Tiergarten,2009_Q3,1303.42
Tiergarten,2009_Q4,1326.59
Tiergarten,2010_Q1,1347.32
Tiergarten,2010_Q2,1373.84
Tiergarten,2010_Q3,1400.72
Tiergarten,2010_Q4,1426.58
Tiergarten,2011_Q1,1449.99
Tiergarten,2011_Q2,1482.02
Tiergarten,2011_Q3,1518.3
Tiergarten,2011_Q4,1557.26
Tiergarten,2012_Q1,1595.64
Tiergarten,2012_Q2,1643.14
Tiergarten,2012_Q3,1692.98
Tiergarten,2012_Q4,1742.65
Tiergarten,2013_Q1,1789.21
Tiergarten,2013_Q2,1845.08
Tiergarten,2013_Q3,1903.78
Tiergarten,2013_Q4,1962.43
Tiergarten,2014_Q1,2016.38
Tiergarten,2014_Q2,2077.94
Tiergarten,2014_Q3,2139.2
Tiergarten,2014_Q4,2198.23
Tiergarten,2015_Q1,2253.03
Tiergarten,2015_Q2,2321.19
Tiergarten,2015_Q3,2396.47
Tiergarten,2015_Q4,2476.91
Tiergarten,2016_Q1,2557.79
Tiergarten,2016_Q2,2655.13
Tiergarten,2016_Q3,2758.57
Tiergarten,2016_Q4,2864.36
Tiergarten,2017_Q1,2967.81
Tiergarten,2017_Q2,3089.61
Tiergarten,2017_Q3,3219.19
Tiergarten,2017_Q4,3351.52
Tiergarten,2018_Q1,3478.18
Tiergarten,2018_Q2,3619.78
Tiergarten,2018_Q3,3761.97
Steglitz,2007_Q1,1309.33
Steglitz,2007_Q2,1309.23
Steglitz,2007_Q3,1311.5
Steglitz,2007_Q4,1315.05
Steglitz,2008_Q1,1317.45
Steglitz,2008_Q2,1327.0
Steglitz,2008_Q3,1338.23
Steglitz,2008_Q4,1349.42
Steglitz,2009_Q1,1358.6
Steglitz,2009_Q2,1375.37
Steglitz,2009_Q3,1394.77
Steglitz,2009_Q4,1414.71
Steglitz,2010_Q1,1431.91
Steglitz,2010_Q2,1455.11
Steglitz,2010_Q3,1478.5
Steglitz,2010_Q4,1500.66
Steglitz,2011_Q1,1520.07
Steglitz,2011_Q2,1548.34
Steglitz,2011_Q3,1580.82
Steglitz,2011_Q4,1615.85
Steglitz,2012_Q1,1650.0
Steglitz,2012_Q2,1693.31
Steglitz,2012_Q3,1738.71
Steglitz,2012_Q4,1783.61
Steglitz,2013_Q1,1825.01
Steglitz,2013_Q2,1875.56
Steglitz,2013_Q3,1928.62
Steglitz,2013_Q4,1981.24
Steglitz,2014_Q1,2028.75
Steglitz,2014_Q2,2083.55
Steglitz,2014_Q3,2137.64
Steglitz,2014_Q4,2189.12
Steglitz,2015_Q1,2236.03
Steglitz,2015_Q2,2295.8
Steglitz,2015_Q3,2362.15
Steglitz,2015_Q4,2433.1
Steglitz,2016_Q1,2503.96
Steglitz,2016_Q2,2590.37
Steglitz,2016_Q3,2682.09
Steglitz,2016_Q4,2775.43
Steglitz,2017_Q1,2865.84
Steglitz,2017_Q2,2973.26
Steglitz,2017_Q3,3087.37
Steglitz,2017_Q4,3203.29
Steglitz,2018_Q1,3312.99
Steglitz,2018_Q2,3436.08
Steglitz,2018_Q3,3558.86
Friedenau,2007_Q1,1433.58
Friedenau,2007_Q2,1432.54
Friedenau,2007_Q3,1434.1
Friedenau,2007_Q4,1437.06
Friedenau,2008_Q1,1438.75
Friedenau,2008_Q2,1448.25
Friedenau,2008_Q3,1459.56
Friedenau,2008_Q4,1470.81
Friedenau,2009_Q1,1479.86
Friedenau,2009_Q2,1497.16
Friedenau,2009_Q3,1517.3
Friedenau,2009_Q4,1538.01
Friedenau,2010_Q1,1555.7
Friedenau,2010_Q2,1579.88
Friedenau,2010_Q3,1604.25
Friedenau,2010_Q4,1627.24
Friedenau,2011_Q1,1647.22
Friedenau,2011_Q2,1676.77
Friedenau,2011_Q3,1710.85
Friedenau,2011_Q4,1747.63
Friedenau,2012_Q1,1783.41
Friedenau,2012_Q2,1829.05
Friedenau,2012_Q3,1876.87
Friedenau,2012_Q4,1924.1
Friedenau,2013_Q1,1967.49
Friedenau,2013_Q2,2020.69
Friedenau,2013_Q3,2076.51
Friedenau,2013_Q4,2131.8
Friedenau,2014_Q1,2181.51
Friedenau,2014_Q2,2238.98
Friedenau,2014_Q3,2295.63
Friedenau,2014_Q4,2349.4
Friedenau,2015_Q1,2398.2
Friedenau,2015_Q2,2460.71
Friedenau,2015_Q3,2530.2
Friedenau,2015_Q4,2604.51
Friedenau,2016_Q1,2678.63
Friedenau,2016_Q2,2769.29
Friedenau,2016_Q3,2865.49
Friedenau,2016_Q4,2963.3
Friedenau,2017_Q1,3057.86
Friedenau,2017_Q2,3170.43
Friedenau,2017_Q3,3289.99
Friedenau,2017_Q4,3411.32
Friedenau,2018_Q1,3525.86
Friedenau,2018_Q2,3654.5
Friedenau,2018_Q3,3782.65
Tempelhof,2007_Q1,1158.5
Tempelhof,2007_Q2,1159.35
Tempelhof,2007_Q3,1162.3
Tempelhof,2007_Q4,1166.39
Tempelhof,2008_Q1,1169.46
Tempelhof,2008_Q2,1178.89
Tempelhof,2008_Q3,1189.82
Tempelhof,2008_Q4,1200.74
Tempelhof,2009_Q1,1209.89
Tempelhof,2009_Q2,1225.81
Tempelhof,2009_Q3,1244.11
Tempelhof,2009_Q4,1262.92
Tempelhof,2010_Q1,1279.31
Tempelhof,2010_Q2,1301.08
Tempelhof,2010_Q3,1323.07
Tempelhof,2010_Q4,1343.98
Tempelhof,2011_Q1,1362.46
Tempelhof,2011_Q2,1388.92
Tempelhof,2011_Q3,1419.21
Tempelhof,2011_Q4,1451.82
Tempelhof,2012_Q1,1483.71
Tempelhof,2012_Q2,1523.89
Tempelhof,2012_Q3,1566.01
Tempelhof,2012_Q4,1607.74
Tempelhof,2013_Q1,1646.39
Tempelhof,2013_Q2,1693.36
Tempelhof,2013_Q3,1742.68
Tempelhof,2013_Q4,1791.67
Tempelhof,2014_Q1,1836.12
Tempelhof,2014_Q2,1887.24
Tempelhof,2014_Q3,1937.79
Tempelhof,2014_Q4,1986.07
Tempelhof,2015_Q1,2030.27
Tempelhof,2015_Q2,2086.22
Tempelhof,2015_Q3,2148.25
Tempelhof,2015_Q4,2214.56
Tempelhof,2016_Q1,2280.9
Tempelhof,2016_Q2,2361.52
Tempelhof,2016_Q3,2447.11
Tempelhof,2016_Q4,2534.32
Tempelhof,2017_Q1,2618.99
Tempelhof,2017_Q2,2719.35
Tempelhof,2017_Q3,2826.0
Tempelhof,2017_Q4,2934.48
Tempelhof,2018_Q1,3037.43
Tempelhof,2018_Q2,3152.83
Tempelhof,2018_Q3,3268.12
Zehlendorf,2007_Q1,1520.1
Zehlendorf,2007_Q2,1516.26
Zehlendorf,2007_Q3,1515.17
Zehlendorf,2007_Q4,1515.56
Zehlendorf,2008_Q1,1514.61
Zehlendorf,2008_Q2,1521.86
Zehlendorf,2008_Q3,1530.98
Zehlendorf,2008_Q4,1540.0
Zehlendorf,2009_Q1,1546.68
Zehlendorf,2009_Q2,1561.94
Zehlendorf,2009_Q3,1580.1
Zehlendorf,2009_Q4,1598.78
Zehlendorf,2010_Q1,1614.26
Zehlendorf,2010_Q2,1636.4
Zehlendorf,2010_Q3,1658.64
Zehlendorf,2010_Q4,1679.38
Zehlendorf,2011_Q1,1696.94
Zehlendorf,2011_Q2,1724.27
Zehlendorf,2011_Q3,1756.13
Zehlendorf,2011_Q4,1790.65
Zehlendorf,2012_Q1,1824.03
Zehlendorf,2012_Q2,1867.33
Zehlendorf,2012_Q3,1912.7
Zehlendorf,2012_Q4,1957.3
Zehlendorf,2013_Q1,1997.83
Zehlendorf,2013_Q2,2048.15
Zehlendorf,2013_Q3,2100.94
Zehlendorf,2013_Q4,2152.99
Zehlendorf,2014_Q1,2199.22
Zehlendorf,2014_Q2,2253.09
Zehlendorf,2014_Q3,2305.93
Zehlendorf,2014_Q4,2355.69
Zehlendorf,2015_Q1,2400.29
Zehlendorf,2015_Q2,2458.41
Zehlendorf,2015_Q3,2523.28
Zehlendorf,2015_Q4,2592.72
Zehlendorf,2016_Q1,2661.69
Zehlendorf,2016_Q2,2746.81
Zehlendorf,2016_Q3,2837.11
Zehlendorf,2016_Q4,2928.67
Zehlendorf,2017_Q1,3016.67
Zehlendorf,2017_Q2,3122.09
Zehlendorf,2017_Q3,3233.98
Zehlendorf,2017_Q4,3347.21
Zehlendorf,2018_Q1,3453.36
Zehlendorf,2018_Q2,3572.91
Zehlendorf,2018_Q3,3691.53
Wedding,2007_Q1,1019.64
Wedding,2007_Q2,1023.38
Wedding,2007_Q3,1028.99
Wedding,2007_Q4,1035.63
Wedding,2008_Q1,1041.4
Wedding,2008_Q2,1052.88
Wedding,2008_Q3,1065.76
Wedding,2008_Q4,1078.69
Wedding,2009_Q1,1090.09
Wedding,2009_Q2,1107.68
Wedding,2009_Q3,1127.51
Wedding,2009_Q4,1147.91
Wedding,2010_Q1,1166.21
Wedding,2010_Q2,1189.54
Wedding,2010_Q3,1213.19
Wedding,2010_Q4,1235.97
Wedding,2011_Q1,1256.65
Wedding,2011_Q2,1284.81
Wedding,2011_Q3,1316.67
Wedding,2011_Q4,1350.88
Wedding,2012_Q1,1384.59
Wedding,2012_Q2,1426.26
Wedding,2012_Q3,1469.97
Wedding,2012_Q4,1513.57
Wedding,2013_Q1,1554.5
Wedding,2013_Q2,1603.54
Wedding,2013_Q3,1655.07
Wedding,2013_Q4,1706.59
Wedding,2014_Q1,1754.05
Wedding,2014_Q2,1808.17
Wedding,2014_Q3,1862.05
Wedding,2014_Q4,1914.03
Wedding,2015_Q1,1962.36
Wedding,2015_Q2,2022.35
Wedding,2015_Q3,2088.59
Wedding,2015_Q4,2159.38
Wedding,2016_Q1,2230.58
Wedding,2016_Q2,2316.19
Wedding,2016_Q3,2407.18
Wedding,2016_Q4,2500.26
Wedding,2017_Q1,2591.38
Wedding,2017_Q2,2698.57
Wedding,2017_Q3,2812.62
Wedding,2017_Q4,2929.15
Wedding,2018_Q1,3040.79
Wedding,2018_Q2,3165.57
Wedding,2018_Q3,3290.95
Grunewald,2007_Q1,2466.72
Grunewald,2007_Q2,2449.75
Grunewald,2007_Q3,2437.32
Grunewald,2007_Q4,2427.3
Grunewald,2008_Q1,2415.19
Grunewald,2008_Q2,2416.16
Grunewald,2008_Q3,2420.03
Grunewald,2008_Q4,2423.68
Grunewald,2009_Q1,2423.57
Grunewald,2009_Q2,2436.8
Grunewald,2009_Q3,2454.37
Grunewald,2009_Q4,2472.55
Grunewald,2010_Q1,2485.59
Grunewald,2010_Q2,2508.68
Grunewald,2010_Q3,2531.69
Grunewald,2010_Q4,2552.16
Grunewald,2011_Q1,2567.59
Grunewald,2011_Q2,2597.55
Grunewald,2011_Q3,2634.01
Grunewald,2011_Q4,2674.07
Grunewald,2012_Q1,2712.03
Grunewald,2012_Q2,2764.29
Grunewald,2012_Q3,2819.1
Grunewald,2012_Q4,2872.25
Grunewald,2013_Q1,2918.93
Grunewald,2013_Q2,2979.38
Grunewald,2013_Q3,3042.84
Grunewald,2013_Q4,3104.63
Grunewald,2014_Q1,3157.45
Grunewald,2014_Q2,3220.69
Grunewald,2014_Q3,3281.84
Grunewald,2014_Q4,3338.03
Grunewald,2015_Q1,3386.38
Grunewald,2015_Q2,3453.24
Grunewald,2015_Q3,3528.89
Grunewald,2015_Q4,3610.18
Grunewald,2016_Q1,3690.05
Grunewald,2016_Q2,3791.44
Grunewald,2016_Q3,3898.99
Grunewald,2016_Q4,4007.26
Grunewald,2017_Q1,4109.66
Grunewald,2017_Q2,4234.71
Grunewald,2017_Q3,4367.34
Grunewald,2017_Q4,4500.52
Grunewald,2018_Q1,4622.99
Grunewald,2018_Q2,4762.16
Grunewald,2018_Q3,4898.79
Pankow,2007_Q1,1333.06
Pankow,2007_Q2,1329.34
Pankow,2007_Q3,1328.05
Pankow,2007_Q4,1328.04
Pankow,2008_Q1,1326.86
Pankow,2008_Q2,1332.86
Pankow,2008_Q3,1340.5
Pankow,2008_Q4,1348.05
Pankow,2009_Q1,1353.55
Pankow,2009_Q2,1366.54
Pankow,2009_Q3,1382.07
Pankow,2009_Q4,1398.04
Pankow,2010_Q1,1411.21
Pankow,2010_Q2,1430.19
Pankow,2010_Q3,1449.25
Pankow,2010_Q4,1466.99
Pankow,2011_Q1,1481.94
Pankow,2011_Q2,1505.42
Pankow,2011_Q3,1532.84
Pankow,2011_Q4,1562.56
Pankow,2012_Q1,1591.27
Pankow,2012_Q2,1628.62
Pankow,2012_Q3,1667.76
Pankow,2012_Q4,1706.2
Pankow,2013_Q1,1741.08
Pankow,2013_Q2,1784.46
Pankow,2013_Q3,1829.98
Pankow,2013_Q4,1874.83
Pankow,2014_Q1,1914.59
